20170107;2752379;-23.574095000;-46.558990000;6.5
20170107;2786745;-23.646152000;-46.772443000;8.564231738035264
20170107;2787717;-23.524742000;-46.418033000;12.0
20170107;2787970;-23.504756000;-46.410341000;13.0
20170107;2788209;-23.494236000;-46.436474000;14.357682619647354
20170107;2789051;-23.492496000;-46.585349000;13.602015113350125
20170107;2815427;-23.637552000;-46.639550000;15.606936416184972
20170107;6998178;-23.631528000;-46.766154000;22.5609756097561
20170107;2752301;-23.587425000;-46.685298000;22.465753424657535
20170107;2752328;-23.537762000;-46.491876000;16.0
20170107;2787520;-23.448838420;-46.596012240;11.450381679389313
20170107;3762831;-23.739206000;-46.793100000;8.121827411167512
20170107;4050347;-23.588657000;-46.396489000;17.5
20170107;2789299;-23.785220000;-46.683916000;8.816120906801007
20170107;4049934;-23.479009000;-46.419588000;10.0
20170107;5079454;-23.656726000;-46.741376000;14.357682619647354
20170107;2027631;-23.503558000;-46.631657000;16.103896103896105
20170107;2069148;-23.604725000;-46.481975000;19.437340153452684
20170107;2766000;-23.696717000;-46.662911000;13.0
20170107;2766019;-23.530463000;-46.397926000;15.25
20170107;2786508;-23.487260000;-46.725640000;10.894941634241246
20170107;2786540;-23.714156000;-46.779549000;11.11111111111111
20170107;2786826;-23.577004000;-46.733989000;15.736040609137056
20170107;2788527;-23.631449000;-46.457822000;14.25
20170107;2789191;-23.617277000;-46.745817000;12.25
20170107;3108368;-23.607619000;-46.601085000;17.19298245614035
20170107;5599881;-23.655596000;-46.671718000;25.757575757575758
20170107;6931979;-23.401284000;-46.751816000;13.636363636363637
20170107;7136625;-23.581974000;-46.583095000;34.30232558139535
20170107;2788039;-23.703427000;-46.628137000;11.1716621253406
20170107;2787202;-23.536433000;-46.417627000;15.25
20170107;3956954;-23.612094000;-46.726194000;19.64735516372796
20170107;4050037;-23.626491000;-46.463710000;18.0
20170107;2787253;-23.742542000;-46.686385000;4.75
20170107;3708411;-23.672351000;-46.637515000;12.182741116751268
20170107;5841666;-23.537291000;-46.401710000;15.0
20170107;2786834;-23.569756000;-46.623117000;11.083123425692696
20170107;2789183;-23.482599000;-46.747013000;12.090680100755668
20170107;2026961;-23.589750000;-46.534832000;8.629441624365482
20170107;2788136;-23.495010000;-46.712601000;17.00507614213198
20170107;2042924;-23.627572000;-46.646838000;0.0
20170107;2786656;-23.649382000;-46.702970000;13.421052631578947
20170107;2786699;-23.565910000;-46.743946000;22.506393861892583
20170107;2787512;-23.594884000;-46.751810000;17.632241813602015
20170107;2788543;-23.590937000;-46.608997000;19.5
20170107;3002543;-23.693340000;-46.780739000;13.75
20170107;3385264;-23.603784000;-46.596046000;11.796246648793566
20170107;4049802;-23.710649000;-46.705185000;15.97938144329897
20170107;4049977;-23.483679000;-46.703152000;14.646464646464647
20170107;5268125;-23.526700000;-46.550769000;10.512129380053908
20170107;6165516;-23.660325000;-46.650388000;12.090680100755668
20170107;6391893;-23.409658000;-46.758102000;9.621993127147766
20170107;5878675;-23.548854000;-46.460357000;13.563829787234043
20170107;2027259;-23.652439000;-46.703942000;13.88888888888889
20170107;2751968;-23.611647000;-46.492935000;8.75
20170107;6048633;-23.525147000;-46.651443000;12.755102040816327
20170107;4049845;-23.532097000;-46.665537000;10.682492581602373
20170107;6657184;-23.774659000;-46.701133000;12.021857923497267
20170107;2027089;-23.489995000;-46.694540000;17.46031746031746
20170107;2787091;-23.600968000;-46.507991000;16.0
20170107;2787342;-23.603858000;-46.430040000;13.75
20170107;2787458;-23.692325000;-46.757648000;12.182741116751268
20170107;2787776;-23.497664000;-46.530285000;18.25
20170107;2788438;-23.610489000;-46.509843000;14.25
20170107;2788594;-23.486697000;-46.655573000;7.518796992481203
20170107;3105504;-23.415160000;-46.751496000;9.137055837563452
20170107;4050045;-23.553821000;-46.398645000;19.5
20170107;4050134;-23.577766000;-46.481260000;12.436548223350254
20170107;5608678;-23.711612000;-46.703238000;12.18836565096953
20170107;2786788;-23.583786000;-46.393162000;13.5
20170107;2787873;-23.630975000;-46.443448000;13.25
20170107;6357091;-23.496650000;-46.440799000;21.50537634408602
20170107;2788349;-23.517898000;-46.577016000;14.357682619647354
20170107;2057271;-23.504135000;-46.385432000;10.57934508816121
20170107;2042541;-23.461035000;-46.583222000;14.578005115089514
20170107;6135730;-23.500191000;-46.472155000;8.264462809917354
20170107;2789043;-23.539283000;-46.527774000;14.0
20170107;7128924;-23.498476000;-46.404420000;13.666666666666666
20170107;2787911;-23.661943000;-46.669702000;10.0
20170107;3503488;-23.537596000;-46.721961000;16.751269035532996
20170107;2786893;-23.691084000;-46.640450000;13.350125944584383
20170107;2752247;-23.502178000;-46.493748000;12.436548223350254
20170107;6018912;-23.880577000;-46.741822000;12.88659793814433
20170107;2786729;-23.539206000;-46.476252000;10.0
20170107;2091712;-23.509428000;-46.663986000;15.521628498727736
20170107;2786982;-23.522795000;-46.399815000;10.913705583756345
20170107;2787490;-23.584218000;-46.516647000;17.25
20170107;2787644;-23.698963000;-46.773577000;15.617128463476071
20170107;2787768;-23.685574000;-46.784452000;7.0
20170107;2788020;-23.622536000;-46.487678000;14.105793450881611
20170107;3025438;-23.642775000;-46.635855000;21.52777777777778
20170107;4050290;-23.522586000;-46.700946000;13.829787234042554
20170107;5725437;-23.504982000;-46.429057000;11.746031746031745
20170107;6970532;-23.701480000;-46.748005000;12.36749116607774
20170107;6332498;-23.868856000;-46.678047000;18.91891891891892
20170107;2040808;-23.588068000;-46.684763000;12.056737588652481
20170107;7382413;-23.650271630;-46.699700470;15.254237288135593
20170107;2786818;-23.470787000;-46.691981000;12.468193384223918
20170107;7302541;-23.613228000;-46.694129000;15.365239294710328
20170107;2752123;-23.512077000;-46.505380000;22.63157894736842
20170107;2751925;-23.695575000;-46.659879000;21.97452229299363
20170107;6269567;-23.508267000;-46.395750000;8.121827411167512
20170107;7047568;-23.544905000;-46.416156000;11.11111111111111
20170107;7128940;-23.678943000;-46.640060000;18.75
